id	basisOfRecord	occurrenceID	occurrenceRemarks	recordedBy	individualCount	behavior	eventID	order	family	scientificNameAuthorship	vernacularName
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_170		Martin Sindikubwabo, Toa Avalos	2		T4-10			Sernus citrinelloides	African Citril
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_171		Martin Sindikubwabo, Toa Avalos	3		T4-10			Turdoides charpei	Black-lored Babbler
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_172		Martin Sindikubwabo, Toa Avalos	1		T4-10			Francolinus afer	Red-necked Francolin
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_173		Martin Sindikubwabo, Toa Avalos	1		T4-10			Turtur afer	Blue-spotted Wood-Dove
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_174		Martin Sindikubwabo, Toa Avalos	2		T4-10			Dicrus adsimilis	Fork -tailed Drongo
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_175		Martin Sindikubwabo, Toa Avalos	2		T4-10			streptopelia semitorquata	Red-eyed Dove
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_176		Martin Sindikubwabo, Toa Avalos	10		T4-10			Ploceus melanocephalus	Black-headed Weaver
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_177		Martin Sindikubwabo, Toa Avalos	1		T4-10			Ploceus ocularis	Spectacled Weaver
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_178		Martin Sindikubwabo, Toa Avalos	2		T4-10			Colius striatus	Speckled mousebird
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_179		Martin Sindikubwabo, Toa Avalos	1		T4-10			Turtur chalcospilos	Emerald-spotted Wood Dove
T4-10	HumanObservation	ARCOS_ILAM_2017_Rusumo_180		Martin Sindikubwabo, Toa Avalos	2		T4-10			Pycnonotus barbatus	Common Bulbul
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_181		Martin Sindikubwabo, Toa Avalos	2		T4-9			Centrepus monachus	Blue-headed Coucal
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_182		Martin Sindikubwabo, Toa Avalos	5		T4-9			Euplectes axillaris	Fan-tailed Widowbird
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_183		Martin Sindikubwabo, Toa Avalos	1		T4-9			streptopelia semitorquata	Red-eyed Dove
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_184		Martin Sindikubwabo, Toa Avalos	1		T4-9			Cisticola galactotes	Winding Cisticola
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_185		Martin Sindikubwabo, Toa Avalos	2		T4-9			Pycnonotus barbatus	Common Bulbul
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_186		Martin Sindikubwabo, Toa Avalos	32		T4-9			Ploceus melanocephalus	Black-headed Weaver
T4-9	HumanObservation	ARCOS_ILAM_2017_Rusumo_187		Martin Sindikubwabo, Toa Avalos	2		T4-9			Ploceus ocularis	Spectacled Weaver
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_188		Martin Sindikubwabo, Toa Avalos	6		T4-8			Lamprotornis purpuropterus	Ruppell's Long-tailed Starling
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_189		Martin Sindikubwabo, Toa Avalos	1		T4-8			streptopelia semitorquata	Red-eyed Dove
T4-8	HumanObservation	ARCOS_ILAM_2017_Rusumo_190		Martin Sindikubwabo, Toa Avalos	2		T4-8			Lanius collaris	Common Fiscal
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_191		Martin Sindikubwabo, Toa Avalos	4		T4-7			Turdoides jardineii	Arrow-marked Babbler
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_192		Martin Sindikubwabo, Toa Avalos	1		T4-7			Turtur chalcospilos	Emerald-spotted Wood Dove
T4-7	HumanObservation	ARCOS_ILAM_2017_Rusumo_193		Martin Sindikubwabo, Toa Avalos	1		T4-7			Treron calvus	African Green Pigeon
T4-6	HumanObservation	ARCOS_ILAM_2017_Rusumo_194		Martin Sindikubwabo, Toa Avalos	1		T4-6			Turdus pelios	African Thrush
T4-6	HumanObservation	ARCOS_ILAM_2017_Rusumo_195		Martin Sindikubwabo, Toa Avalos	1		T4-6			streptopelia semitorquata	Red-eyed Dove
