id	basisOfRecord	occurrenceID	recordedBy	year	month	day	verbatimLocality	decimalLatitude	decimalLongitude	geodeticDatum	scientificName	kingdom	family	genus	specificEpithet	vernacularName
NBDB_BID_2018_IN_7542	HumanObservation	NBDB_BID_2018_IN_7542	Uganda Forest Department	1993	8	13	Echuya Forest Reserve	-1.2369	29.8103	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7543	HumanObservation	NBDB_BID_2018_IN_7543	Uganda Forest Department	1993	8	13	Echuya Forest Reserve	-1.2369	29.8103	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7544	HumanObservation	NBDB_BID_2018_IN_7544	Uganda Forest Department	1993	9	23	Kasyoha-Kitomi Forest Reserve	-0.211	30.3593	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7545	HumanObservation	NBDB_BID_2018_IN_7545	Uganda Forest Department	1994	2	18	Rwenzori Mountains National Park	0.2542	29.9795	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7546	HumanObservation	NBDB_BID_2018_IN_7546	Uganda Forest Department	1993	8	3	Mafuga Forest Reserve	-1.0263	29.8706	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7547	HumanObservation	NBDB_BID_2018_IN_7547	Uganda Forest Department	1994	3	8	Kasyoha-Kitomi Forest Reserve	-0.2623	30.1523	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7548	HumanObservation	NBDB_BID_2018_IN_7548	Uganda Forest Department	1993	8	2	Mafuga Forest Reserve	-1.0263	29.8706	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7549	HumanObservation	NBDB_BID_2018_IN_7549	Uganda Forest Department	1993	9	27	Kasyoha-Kitomi Forest Reserve	-0.382	30.2288	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7550	HumanObservation	NBDB_BID_2018_IN_7550	Uganda Forest Department	1994	3	14	Kasyoha-Kitomi Forest Reserve	-0.1552	30.2693	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7551	HumanObservation	NBDB_BID_2018_IN_7551	Uganda Forest Department	1994	2	11	Bwindi Impenetrable National Park	-1.0452	29.7807	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7552	HumanObservation	NBDB_BID_2018_IN_7552	Uganda Forest Department	1994	2	18	Rwenzori Mountains National Park	0.2416	29.9831	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7553	HumanObservation	NBDB_BID_2018_IN_7553	Uganda Forest Department	1993	9	27	Kasyoha-Kitomi Forest Reserve	-0.382	30.2288	EPSG:4326	Lampides boeticus	Insects	LYCAENIDAE	Lampides	boeticus	Pea Blue
NBDB_BID_2018_IN_7554	HumanObservation	NBDB_BID_2018_IN_7554	Uganda Forest Department	1993	1	25	Itwara Forest Reserve	0.7771	30.4277	EPSG:4326	Uranothauma antinorii	Insects	LYCAENIDAE	Uranothauma	antinorii	
NBDB_BID_2018_IN_7555	HumanObservation	NBDB_BID_2018_IN_7555	Uganda Forest Department	1993	4	9	Bugoma Forest Reserve	1.1568	30.9739	EPSG:4326	Uranothauma antinorii	Insects	LYCAENIDAE	Uranothauma	antinorii	
NBDB_BID_2018_IN_7556	HumanObservation	NBDB_BID_2018_IN_7556	Uganda Forest Department	1994	2	18	Rwenzori Mountains National Park	0.2479	29.9813	EPSG:4326	Uranothauma antinorii	Insects	LYCAENIDAE	Uranothauma	antinorii	
NBDB_BID_2018_IN_7557	HumanObservation	NBDB_BID_2018_IN_7557	Uganda Forest Department	1994	2	13	Bwindi Impenetrable National Park	-0.9831	29.6196	EPSG:4326	Uranothauma antinorii	Insects	LYCAENIDAE	Uranothauma	antinorii	
NBDB_BID_2018_IN_7558	HumanObservation	NBDB_BID_2018_IN_7558	Uganda Forest Department	1994	7	12	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Uranothauma delatorum	Insects	LYCAENIDAE	Uranothauma	delatorum	
NBDB_BID_2018_IN_7559	HumanObservation	NBDB_BID_2018_IN_7559	Uganda Forest Department	1994	2	12	Rwenzori Mountains National Park	0.652	30.1289	EPSG:4326	Uranothauma delatorum	Insects	LYCAENIDAE	Uranothauma	delatorum	
NBDB_BID_2018_IN_7560	HumanObservation	NBDB_BID_2018_IN_7560	Uganda Forest Department	1994	2	18	Rwenzori Mountains National Park	0.247	29.966	EPSG:4326	Uranothauma delatorum	Insects	LYCAENIDAE	Uranothauma	delatorum	
NBDB_BID_2018_IN_7561	HumanObservation	NBDB_BID_2018_IN_7561	Uganda Forest Department	1994	9	7	Kibale Forest National Park	0.3676	30.3683	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7562	HumanObservation	NBDB_BID_2018_IN_7562	Uganda Forest Department	1993	3	25	Semliki Forest National Park	0.8328	30.092	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7563	HumanObservation	NBDB_BID_2018_IN_7563	Uganda Forest Department	1993	4	15	Kagombe Forest Reserve	0.8832	30.6715	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7564	HumanObservation	NBDB_BID_2018_IN_7564	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7565	HumanObservation	NBDB_BID_2018_IN_7565	Uganda Forest Department	1993	5	19	Kibale Forest National Park	0.5404	30.3998	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7566	HumanObservation	NBDB_BID_2018_IN_7566	Uganda Forest Department	1994	7	29	Bugoma Forest Reserve	1.1253	30.8065	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7567	HumanObservation	NBDB_BID_2018_IN_7567	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2918	31.0207	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7568	HumanObservation	NBDB_BID_2018_IN_7568	Uganda Forest Department	1993	7	10	Kagombe Forest Reserve	0.8895	30.9109	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7569	HumanObservation	NBDB_BID_2018_IN_7569	Uganda Forest Department	1993	7	9	Kagombe Forest Reserve	0.8706	30.7291	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7570	HumanObservation	NBDB_BID_2018_IN_7570	Uganda Forest Department	1994	3	25	Kasyoha-Kitomi Forest Reserve	-0.364	30.2288	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7571	HumanObservation	NBDB_BID_2018_IN_7571	Uganda Forest Department	1993	5	19	Kibale Forest National Park	0.5404	30.3998	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7572	HumanObservation	NBDB_BID_2018_IN_7572	Uganda Forest Department	1993	4	21	Matiri Forest Reserve	0.5656	30.7849	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7573	HumanObservation	NBDB_BID_2018_IN_7573	Uganda Forest Department	1993	3	21	Semliki Forest National Park	0.8328	30.092	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7574	HumanObservation	NBDB_BID_2018_IN_7574	Uganda Forest Department	1993	3	25	Semliki Forest National Park	0.8328	30.092	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7575	HumanObservation	NBDB_BID_2018_IN_7575	Uganda Forest Department	1994	7	12	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7576	HumanObservation	NBDB_BID_2018_IN_7576	Uganda Forest Department	1993	5	19	Kibale Forest National Park	0.5404	30.3998	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7577	HumanObservation	NBDB_BID_2018_IN_7577	Uganda Forest Department	1993	7	7	Kagombe Forest Reserve	0.8706	30.7291	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7578	HumanObservation	NBDB_BID_2018_IN_7578	Uganda Forest Department	1994	7	11	Bugoma Forest Reserve	1.2963	30.9982	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7579	HumanObservation	NBDB_BID_2018_IN_7579	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1307	30.8128	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7580	HumanObservation	NBDB_BID_2018_IN_7580	Uganda Forest Department	1993	3	19	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7581	HumanObservation	NBDB_BID_2018_IN_7581	Uganda Forest Department	1994	7	27	Bugoma Forest Reserve	1.1532	30.8506	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7582	HumanObservation	NBDB_BID_2018_IN_7582	Uganda Forest Department	1994	9	15	Kibale Forest National Park	0.2425	30.515	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7583	HumanObservation	NBDB_BID_2018_IN_7583	Uganda Forest Department	1994	7	26	Bugoma Forest Reserve	1.1298	30.8074	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7584	HumanObservation	NBDB_BID_2018_IN_7584	Uganda Forest Department	1993	7	7	Kagombe Forest Reserve	0.8706	30.7291	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7585	HumanObservation	NBDB_BID_2018_IN_7585	Uganda Forest Department	1993	4	9	Bugoma Forest Reserve	1.1568	30.9739	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7586	HumanObservation	NBDB_BID_2018_IN_7586	Uganda Forest Department	1993	9	27	Kasyoha-Kitomi Forest Reserve	-0.382	30.2288	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7587	HumanObservation	NBDB_BID_2018_IN_7587	Uganda Forest Department	1993	4	17	Kagombe Forest Reserve	0.7987	30.9694	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7588	HumanObservation	NBDB_BID_2018_IN_7588	Uganda Forest Department	1993	7	7	Kagombe Forest Reserve	0.8706	30.7291	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7589	HumanObservation	NBDB_BID_2018_IN_7589	Uganda Forest Department	1993	4	15	Kagombe Forest Reserve	0.8832	30.6715	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7590	HumanObservation	NBDB_BID_2018_IN_7590	Uganda Forest Department	1994	7	25	Bugoma Forest Reserve	1.1298	30.8074	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7591	HumanObservation	NBDB_BID_2018_IN_7591	Uganda Forest Department	1994	3	22	Kasyoha-Kitomi Forest Reserve	-0.3811	30.2027	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7592	HumanObservation	NBDB_BID_2018_IN_7592	Uganda Forest Department	1994	7	29	Bugoma Forest Reserve	1.1235	30.8065	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7593	HumanObservation	NBDB_BID_2018_IN_7593	Uganda Forest Department	1993	2	19	Itwara Forest Reserve	0.822	30.506	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7594	HumanObservation	NBDB_BID_2018_IN_7594	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2918	31.0207	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7595	HumanObservation	NBDB_BID_2018_IN_7595	Uganda Forest Department	1993	9	4	Kasyoha-Kitomi Forest Reserve	-0.3541	30.1262	EPSG:4326	Uranothauma falkensteini	Insects	LYCAENIDAE	Uranothauma	falkensteini	
NBDB_BID_2018_IN_7596	HumanObservation	NBDB_BID_2018_IN_7596	Uganda Forest Department	1993	5	18	Kibale Forest National Park	0.5404	30.3998	EPSG:4326	Uranothauma nubifer	Insects	LYCAENIDAE	Uranothauma	nubifer	Black Heart
NBDB_BID_2018_IN_7597	HumanObservation	NBDB_BID_2018_IN_7597	Uganda Forest Department	1994	2	8	Bwindi Impenetrable National Park	-1.0452	29.7807	EPSG:4326	Uranothauma nubifer	Insects	LYCAENIDAE	Uranothauma	nubifer	Black Heart
NBDB_BID_2018_IN_7598	HumanObservation	NBDB_BID_2018_IN_7598	Uganda Forest Department	1993	3	25	Semliki Forest National Park	0.8328	30.092	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7599	HumanObservation	NBDB_BID_2018_IN_7599	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2918	31.0207	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7600	HumanObservation	NBDB_BID_2018_IN_7600	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2918	31.0207	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7601	HumanObservation	NBDB_BID_2018_IN_7601	Uganda Forest Department	1994	7	14	Bugoma Forest Reserve	1.2981	31.0045	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7602	HumanObservation	NBDB_BID_2018_IN_7602	Uganda Forest Department	1994	7	28	Bugoma Forest Reserve	1.1298	30.8065	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7603	HumanObservation	NBDB_BID_2018_IN_7603	Uganda Forest Department	1993	3	19	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7604	HumanObservation	NBDB_BID_2018_IN_7604	Uganda Forest Department	1994	2	13	Bwindi Impenetrable National Park	-0.9831	29.6196	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7605	HumanObservation	NBDB_BID_2018_IN_7605	Uganda Forest Department	1993	5	19	Kibale Forest National Park	0.5404	30.3998	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7606	HumanObservation	NBDB_BID_2018_IN_7606	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7607	HumanObservation	NBDB_BID_2018_IN_7607	Uganda Forest Department	1993	3	19	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7608	HumanObservation	NBDB_BID_2018_IN_7608	Uganda Forest Department	1993	2	1	Semliki Forest National Park	0.796	30.0218	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7609	HumanObservation	NBDB_BID_2018_IN_7609	Uganda Forest Department	1993	2	18	Semliki Forest National Park	0.796	30.0218	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7610	HumanObservation	NBDB_BID_2018_IN_7610	Uganda Forest Department	1993	4	6	Bugoma Forest Reserve	1.1649	30.9775	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7611	HumanObservation	NBDB_BID_2018_IN_7611	Uganda Forest Department	1993	4	20	Kagombe Forest Reserve	0.804	30.9739	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7612	HumanObservation	NBDB_BID_2018_IN_7612	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2909	31.0144	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7613	HumanObservation	NBDB_BID_2018_IN_7613	Uganda Forest Department	1993	4	16	Kitechura Forest Reserve	0.7186	30.8803	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7614	HumanObservation	NBDB_BID_2018_IN_7614	Uganda Forest Department	1993	3	18	Bugoma Forest Reserve	1.2918	31.0207	EPSG:4326	Phlyaria cyara	Insects	LYCAENIDAE	Phlyaria	cyara	Pied Blue
NBDB_BID_2018_IN_7615	HumanObservation	NBDB_BID_2018_IN_7615	Uganda Forest Department	1993	4	21	Kitechura Forest Reserve	0.7186	30.8803	EPSG:4326	Phlyaria heritsia	Insects	LYCAENIDAE	Phlyaria	heritsia	
NBDB_BID_2018_IN_7616	HumanObservation	NBDB_BID_2018_IN_7616	Uganda Forest Department	1993	4	21	Matiri Forest Reserve	0.5656	30.7849	EPSG:4326	Phlyaria heritsia	Insects	LYCAENIDAE	Phlyaria	heritsia	
NBDB_BID_2018_IN_7617	HumanObservation	NBDB_BID_2018_IN_7617	Uganda Forest Department	1994	3	23	Kasyoha-Kitomi Forest Reserve	-0.3775	30.2153	EPSG:4326	Phlyaria heritsia	Insects	LYCAENIDAE	Phlyaria	heritsia	
NBDB_BID_2018_IN_7618	HumanObservation	NBDB_BID_2018_IN_7618	Uganda Forest Department	1994	7	25	Bugoma Forest Reserve	1.1298	30.8074	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7619	HumanObservation	NBDB_BID_2018_IN_7619	Uganda Forest Department	1994	3	17	Kasyoha-Kitomi Forest Reserve	-0.175	30.2738	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7620	HumanObservation	NBDB_BID_2018_IN_7620	Uganda Forest Department	1994	11	4	Kalinzu-Maramagambo Forest Reserve	-0.3793	30.0911	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7621	HumanObservation	NBDB_BID_2018_IN_7621	Uganda Forest Department	1993	9	16	Kasyoha-Kitomi Forest Reserve	-0.1822	30.2603	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7622	HumanObservation	NBDB_BID_2018_IN_7622	Uganda Forest Department	1993	11	5	Kalinzu-Maramagambo Forest Reserve	-0.4774	30.074	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7623	HumanObservation	NBDB_BID_2018_IN_7623	Uganda Forest Department	1994	7	25	Bugoma Forest Reserve	1.1298	30.8074	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7624	HumanObservation	NBDB_BID_2018_IN_7624	Uganda Forest Department	1994	7	26	Bugoma Forest Reserve	1.1298	30.8074	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7625	HumanObservation	NBDB_BID_2018_IN_7625	Uganda Forest Department	1993	4	18	Kitechura Forest Reserve	0.7186	30.8803	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7626	HumanObservation	NBDB_BID_2018_IN_7626	Uganda Forest Department	1994	2	13	Bwindi Impenetrable National Park	-0.9831	29.6196	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7627	HumanObservation	NBDB_BID_2018_IN_7627	Uganda Forest Department	1994	2	8	Bwindi Impenetrable National Park	-1.0452	29.7807	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7628	HumanObservation	NBDB_BID_2018_IN_7628	Uganda Forest Department	1993	12	6	Kalinzu-Maramagambo Forest Reserve	-0.5827	29.84	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7629	HumanObservation	NBDB_BID_2018_IN_7629	Uganda Forest Department	1993	4	3	Semliki Forest National Park	0.8535	30.1586	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7630	HumanObservation	NBDB_BID_2018_IN_7630	Uganda Forest Department	1993	4	13	Kagombe Forest Reserve	0.9012	30.622	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7631	HumanObservation	NBDB_BID_2018_IN_7631	Uganda Forest Department	1993	8	9	Echuya Forest Reserve	-1.2891	29.8418	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7632	HumanObservation	NBDB_BID_2018_IN_7632	Uganda Forest Department	1993	4	2	Semliki Forest National Park	0.8535	30.1586	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7633	HumanObservation	NBDB_BID_2018_IN_7633	Uganda Forest Department	1994	12	14	Semliki Forest National Park	0.8283	30.164	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7634	HumanObservation	NBDB_BID_2018_IN_7634	Uganda Forest Department	1994	12	13	Semliki Forest National Park	0.8283	30.164	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7635	HumanObservation	NBDB_BID_2018_IN_7635	Uganda Forest Department	1993	8	5	Mafuga Forest Reserve	-1.0263	29.8706	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7636	HumanObservation	NBDB_BID_2018_IN_7636	Uganda Forest Department	1994	2	16	Bwindi Impenetrable National Park	-0.9831	29.6196	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7637	HumanObservation	NBDB_BID_2018_IN_7637	Uganda Forest Department	1994	8	25	Kalinzu-Maramagambo Forest Reserve	-0.2902	30.0245	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7638	HumanObservation	NBDB_BID_2018_IN_7638	Uganda Forest Department	1993	1	21	Semliki Forest National Park	0.796	30.0218	EPSG:4326	Cacyreus lingeus	Insects	LYCAENIDAE	Cacyreus	lingeus	Common Bush Blue
NBDB_BID_2018_IN_7639	HumanObservation	NBDB_BID_2018_IN_7639	Uganda Forest Department	1994	9	15	Kibale Forest National Park	0.4324	30.5105	EPSG:4326	Cacyreus audeoudi	Insects	LYCAENIDAE	Cacyreus	audeoudi	Audeoud's Bush Blue
NBDB_BID_2018_IN_7640	HumanObservation	NBDB_BID_2018_IN_7640	Uganda Forest Department	1993	7	20	Kibale Forest National Park	0.229	30.3674	EPSG:4326	Cacyreus audeoudi	Insects	LYCAENIDAE	Cacyreus	audeoudi	Audeoud's Bush Blue
NBDB_BID_2018_IN_7641	HumanObservation	NBDB_BID_2018_IN_7641	Uganda Forest Department	1993	5	20	Kibale Forest National Park	0.5404	30.3998	EPSG:4326	Cacyreus audeoudi	Insects	LYCAENIDAE	Cacyreus	audeoudi	Audeoud's Bush Blue
NBDB_BID_2018_IN_7642	HumanObservation	NBDB_BID_2018_IN_7642	Uganda Forest Department	1993	8	5	Mafuga Forest Reserve	-1.0263	29.8706	EPSG:4326	Cacyreus palemon	Insects	LYCAENIDAE	Cacyreus	palemon	Water Geranium Blue
NBDB_BID_2018_IN_7643	HumanObservation	NBDB_BID_2018_IN_7643	Uganda Forest Department	1993	8	2	Mafuga Forest Reserve	-1.0263	29.8706	EPSG:4326	Cacyreus palemon	Insects	LYCAENIDAE	Cacyreus	palemon	Water Geranium Blue
NBDB_BID_2018_IN_7644	HumanObservation	NBDB_BID_2018_IN_7644	Uganda Forest Department	1994	2	11	Bwindi Impenetrable National Park	-1.0452	29.7807	EPSG:4326	Cacyreus palemon	Insects	LYCAENIDAE	Cacyreus	palemon	Water Geranium Blue
NBDB_BID_2018_IN_7645	HumanObservation	NBDB_BID_2018_IN_7645	Uganda Forest Department	1993	8	5	Mafuga Forest Reserve	-1.0263	29.8706	EPSG:4326	Cacyreus palemon	Insects	LYCAENIDAE	Cacyreus	palemon	Water Geranium Blue
NBDB_BID_2018_IN_7646	HumanObservation	NBDB_BID_2018_IN_7646	Uganda Forest Department	1994	11	30	Rwenzori Mountains National Park	0.3595	29.9813	EPSG:4326	Cacyreus palemon	Insects	LYCAENIDAE	Cacyreus	palemon	Water Geranium Blue
